id;city_id;county_id;district_id;country_id;country_name;district_name;county_name;city_name;created_at;updated_at;contry_shrt
25810;35;1280;194093;1;Türkiye;Kıratlı;Dikili;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25696;35;1181;193713;1;Türkiye;Kırcalar;Bergama;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25955;35;1477;41485;1;Türkiye;Kırköy;Kiraz;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25809;35;1280;194095;1;Türkiye;Kıroba;Dikili;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25770;35;1203;40996;1;Türkiye;Kızılay;Bornova;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25599;35;1178;193213;1;Türkiye;Kızılcaağaç;Bayındır;İzmir;2025-09-03 12:13:10.562733+00;2025-09-03 12:13:10.562733+00;tr
26054;35;1563;194593;1;Türkiye;Kızılcaavlu;Ödemiş;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25608;35;1178;193277;1;Türkiye;Kızılcaova;Bayındır;İzmir;2025-09-03 12:13:10.562733+00;2025-09-03 12:13:10.562733+00;tr
25813;35;1280;194097;1;Türkiye;Kızılçukur;Dikili;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25598;35;1178;193215;1;Türkiye;Kızılkeçili;Bayındır;İzmir;2025-09-03 12:13:10.562733+00;2025-09-03 12:13:10.562733+00;tr
25597;35;1178;193217;1;Türkiye;Kızıloba;Bayındır;İzmir;2025-09-03 12:13:10.562733+00;2025-09-03 12:13:10.562733+00;tr
25713;35;1181;193793;1;Türkiye;Kızıltepe;Bergama;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25903;35;1461;194191;1;Türkiye;Kızılüzüm;Kemalpaşa;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25709;35;1181;193769;1;Türkiye;Kocahaliller;Bergama;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25834;35;1334;41436;1;Türkiye;Koca Mehmetler;Foça;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25818;35;1280;194099;1;Türkiye;Kocaoba;Dikili;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
26021;35;1563;194477;1;Türkiye;Konaklı;Ödemiş;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25854;35;1432;194159;1;Türkiye;Kösedere;Karaburun;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25754;35;1203;40978;1;Türkiye;Koşukavak;Bornova;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25715;35;1181;193799;1;Türkiye;Koyuneli;Bergama;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25829;35;1334;194131;1;Türkiye;Kozbeyli;Foça;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25675;35;1181;193577;1;Türkiye;Kozluca;Bergama;İzmir;2025-09-03 12:13:10.562733+00;2025-09-03 12:13:10.562733+00;tr
26038;35;1563;194525;1;Türkiye;Küçükavulcuk;Ödemiş;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25849;35;1432;194147;1;Türkiye;Küçükbahçe;Karaburun;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25569;35;1128;41323;1;Türkiye;Kültür;Aliağa;İzmir;2025-09-03 12:13:10.562733+00;2025-09-03 12:13:10.562733+00;tr
26126;35;1677;194761;1;Türkiye;Kurşak;Tire;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25619;35;1178;41341;1;Türkiye;Kurt;Bayındır;İzmir;2025-09-03 12:13:10.562733+00;2025-09-03 12:13:10.562733+00;tr
26139;35;1677;41647;1;Türkiye;Kurtuluş;Tire;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
25729;35;1181;41369;1;Türkiye;Kurtuluş;Bergama;İzmir;2025-09-03 12:13:12.340775+00;2025-09-03 12:13:12.340775+00;tr
